MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2019-09-01,2019-2020,Weight_0_100,Twente,Utrecht,0.4389,0.248,0.313,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_0_100,Sparta Rotterdam,Ajax,0.2837,0.2023,0.5141,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_0_100,Vitesse,AZ Alkmaar,0.4204,0.3038,0.2758,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_0_100,Willem II,Feyenoord,0.2234,0.2291,0.5475,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_0_100,Waalwijk,PSV Eindhoven,0.0295,0.0971,0.8733,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_0_100,Ajax,Heerenveen,0.8851,0.0819,0.033,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_0_100,AZ Alkmaar,Sparta Rotterdam,0.4059,0.2806,0.3136,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_0_100,VVV Venlo,Groningen,0.341,0.3531,0.3059,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_0_100,PSV Eindhoven,Vitesse,0.5863,0.2512,0.1624,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_0_100,Utrecht,FC Emmen,0.7274,0.1788,0.0938,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_0_100,For Sittard,Twente,0.1655,0.2067,0.6278,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_0_100,Heracles,Willem II,0.4271,0.2351,0.3377,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_0_100,Zwolle,Waalwijk,0.6769,0.1921,0.1309,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_0_100,Feyenoord,Den Haag,0.5687,0.2395,0.1918,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_0_100,Twente,Heracles,0.6235,0.2115,0.165,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_0_100,Sparta Rotterdam,Waalwijk,0.9304,0.0503,0.0193,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_0_100,Groningen,Zwolle,0.4266,0.3395,0.2339,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_0_100,Willem II,VVV Venlo,0.496,0.2327,0.2713,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_0_100,Vitesse,For Sittard,0.8697,0.0928,0.0375,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_0_100,Heerenveen,Utrecht,0.2985,0.2673,0.4342,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_0_100,FC Emmen,Feyenoord,0.1254,0.2294,0.6451,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_0_100,Den Haag,AZ Alkmaar,0.2929,0.3006,0.4064,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_0_100,PSV Eindhoven,Ajax,0.4158,0.2653,0.3189,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_0_100,Ajax,For Sittard,0.9698,0.0233,0.007,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_0_100,PSV Eindhoven,Groningen,0.6784,0.25,0.0716,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_0_100,Feyenoord,AZ Alkmaar,0.3892,0.3202,0.2906,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_0_100,FC Emmen,Den Haag,0.1993,0.2537,0.547,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_0_100,VVV Venlo,Heerenveen,0.4079,0.2834,0.3087,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_0_100,Ajax,Groningen,0.789,0.1582,0.0528,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_0_100,For Sittard,Sparta Rotterdam,0.0737,0.1214,0.8049,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_0_100,Waalwijk,Vitesse,0.0678,0.1336,0.7986,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_0_100,Utrecht,Willem II,0.6359,0.1882,0.1759,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_0_100,Zwolle,PSV Eindhoven,0.0947,0.1999,0.7055,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_0_100,AZ Alkmaar,Heracles,0.6879,0.2115,0.1005,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_0_100,Feyenoord,Twente,0.5557,0.2442,0.2001,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_10_90,Twente,Utrecht,0.4228,0.2516,0.3255,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_10_90,Sparta Rotterdam,Ajax,0.2749,0.2046,0.5205,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_10_90,Vitesse,AZ Alkmaar,0.4285,0.3,0.2715,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_10_90,Willem II,Feyenoord,0.2316,0.2305,0.5379,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_10_90,Waalwijk,PSV Eindhoven,0.0322,0.1016,0.8661,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_10_90,Ajax,Heerenveen,0.8797,0.0851,0.0352,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_10_90,AZ Alkmaar,Sparta Rotterdam,0.4087,0.2796,0.3116,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_10_90,VVV Venlo,Groningen,0.3327,0.3529,0.3144,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_10_90,PSV Eindhoven,Vitesse,0.5923,0.2493,0.1584,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_10_90,Utrecht,FC Emmen,0.7161,0.1837,0.1002,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_10_90,For Sittard,Twente,0.1822,0.2158,0.602,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_10_90,Heracles,Willem II,0.4296,0.2381,0.3323,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_10_90,Zwolle,Waalwijk,0.6719,0.1925,0.1357,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_10_90,Feyenoord,Den Haag,0.5796,0.2339,0.1865,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_10_90,Twente,Heracles,0.6014,0.2197,0.1788,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_10_90,Sparta Rotterdam,Waalwijk,0.9177,0.0585,0.0238,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_10_90,Groningen,Zwolle,0.4326,0.3354,0.232,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_10_90,Willem II,VVV Venlo,0.4977,0.2362,0.2661,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_10_90,Vitesse,For Sittard,0.8619,0.0976,0.0404,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_10_90,Heerenveen,Utrecht,0.3072,0.2672,0.4256,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_10_90,FC Emmen,Feyenoord,0.1363,0.2303,0.6333,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_10_90,Den Haag,AZ Alkmaar,0.2918,0.2985,0.4098,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_10_90,PSV Eindhoven,Ajax,0.4199,0.2667,0.3134,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_10_90,Ajax,For Sittard,0.9667,0.0255,0.0078,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_10_90,PSV Eindhoven,Groningen,0.6753,0.2512,0.0736,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_10_90,Feyenoord,AZ Alkmaar,0.3983,0.3119,0.2898,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_10_90,FC Emmen,Den Haag,0.2207,0.2602,0.5191,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_10_90,VVV Venlo,Heerenveen,0.4001,0.283,0.317,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_10_90,Ajax,Groningen,0.7798,0.164,0.0562,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_10_90,For Sittard,Sparta Rotterdam,0.0833,0.1322,0.7846,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_10_90,Waalwijk,Vitesse,0.0759,0.1418,0.7823,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_10_90,Utrecht,Willem II,0.6285,0.1934,0.1781,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_10_90,Zwolle,PSV Eindhoven,0.0971,0.2011,0.7018,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_10_90,AZ Alkmaar,Heracles,0.6785,0.2147,0.1068,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_10_90,Feyenoord,Twente,0.5687,0.2378,0.1935,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_20_80,Twente,Utrecht,0.4069,0.255,0.3381,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_20_80,Sparta Rotterdam,Ajax,0.2665,0.2069,0.5265,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_20_80,Vitesse,AZ Alkmaar,0.4359,0.2963,0.2677,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_20_80,Willem II,Feyenoord,0.2396,0.2318,0.5286,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_20_80,Waalwijk,PSV Eindhoven,0.0351,0.1063,0.8586,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_20_80,Ajax,Heerenveen,0.874,0.0885,0.0375,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_20_80,AZ Alkmaar,Sparta Rotterdam,0.4122,0.2788,0.3091,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_20_80,VVV Venlo,Groningen,0.3247,0.3524,0.3229,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_20_80,PSV Eindhoven,Vitesse,0.5983,0.2473,0.1544,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_20_80,Utrecht,FC Emmen,0.7047,0.1884,0.1069,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_20_80,For Sittard,Twente,0.1998,0.2245,0.5757,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_20_80,Heracles,Willem II,0.4319,0.2411,0.327,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_20_80,Zwolle,Waalwijk,0.6666,0.1929,0.1405,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_20_80,Feyenoord,Den Haag,0.5909,0.2282,0.1809,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_20_80,Twente,Heracles,0.5791,0.2276,0.1933,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_20_80,Sparta Rotterdam,Waalwijk,0.9032,0.0677,0.0291,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_20_80,Groningen,Zwolle,0.4384,0.3313,0.2302,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_20_80,Willem II,VVV Venlo,0.4991,0.2397,0.2612,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_20_80,Vitesse,For Sittard,0.8538,0.1026,0.0435,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_20_80,Heerenveen,Utrecht,0.3159,0.267,0.4171,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_20_80,FC Emmen,Feyenoord,0.1478,0.231,0.6212,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_20_80,Den Haag,AZ Alkmaar,0.2899,0.2963,0.4137,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_20_80,PSV Eindhoven,Ajax,0.4241,0.268,0.3079,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_20_80,Ajax,For Sittard,0.9634,0.028,0.0086,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_20_80,PSV Eindhoven,Groningen,0.6722,0.2523,0.0755,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_20_80,Feyenoord,AZ Alkmaar,0.4074,0.3037,0.2888,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_20_80,FC Emmen,Den Haag,0.2432,0.2657,0.4911,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_20_80,VVV Venlo,Heerenveen,0.3924,0.2823,0.3253,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_20_80,Ajax,Groningen,0.7704,0.1698,0.0597,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_20_80,For Sittard,Sparta Rotterdam,0.0936,0.1431,0.7632,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_20_80,Waalwijk,Vitesse,0.0848,0.1501,0.7651,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_20_80,Utrecht,Willem II,0.621,0.1987,0.1803,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_20_80,Zwolle,PSV Eindhoven,0.0997,0.2023,0.6981,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_20_80,AZ Alkmaar,Heracles,0.6692,0.2177,0.1131,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_20_80,Feyenoord,Twente,0.5818,0.2314,0.1868,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_30_70,Twente,Utrecht,0.3912,0.2582,0.3506,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_30_70,Sparta Rotterdam,Ajax,0.2583,0.2093,0.5325,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_30_70,Vitesse,AZ Alkmaar,0.4429,0.2928,0.2643,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_30_70,Willem II,Feyenoord,0.2474,0.2331,0.5195,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_30_70,Waalwijk,PSV Eindhoven,0.0381,0.1111,0.8508,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_30_70,Ajax,Heerenveen,0.8681,0.0919,0.0399,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_30_70,AZ Alkmaar,Sparta Rotterdam,0.4161,0.278,0.306,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_30_70,VVV Venlo,Groningen,0.3169,0.3518,0.3313,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_30_70,PSV Eindhoven,Vitesse,0.6044,0.2452,0.1505,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_30_70,Utrecht,FC Emmen,0.6932,0.193,0.1137,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_30_70,For Sittard,Twente,0.2182,0.2326,0.5493,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_30_70,Heracles,Willem II,0.434,0.2441,0.3219,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_30_70,Zwolle,Waalwijk,0.6614,0.1934,0.1452,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_30_70,Feyenoord,Den Haag,0.6026,0.2225,0.1749,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_30_70,Twente,Heracles,0.5565,0.2352,0.2083,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_30_70,Sparta Rotterdam,Waalwijk,0.8871,0.0777,0.0352,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_30_70,Groningen,Zwolle,0.4441,0.3273,0.2286,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_30_70,Willem II,VVV Venlo,0.5004,0.2433,0.2563,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_30_70,Vitesse,For Sittard,0.8454,0.1078,0.0469,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_30_70,Heerenveen,Utrecht,0.3245,0.2667,0.4087,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_30_70,FC Emmen,Feyenoord,0.1599,0.2313,0.6088,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_30_70,Den Haag,AZ Alkmaar,0.2874,0.2943,0.4183,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_30_70,PSV Eindhoven,Ajax,0.4283,0.2693,0.3024,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_30_70,Ajax,For Sittard,0.9597,0.0307,0.0096,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_30_70,PSV Eindhoven,Groningen,0.6691,0.2534,0.0775,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_30_70,Feyenoord,AZ Alkmaar,0.4164,0.2958,0.2878,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_30_70,FC Emmen,Den Haag,0.2669,0.2702,0.4629,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_30_70,VVV Venlo,Heerenveen,0.3848,0.2817,0.3335,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_30_70,Ajax,Groningen,0.7608,0.1758,0.0634,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_30_70,For Sittard,Sparta Rotterdam,0.1048,0.1542,0.741,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_30_70,Waalwijk,Vitesse,0.0943,0.1584,0.7473,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_30_70,Utrecht,Willem II,0.6134,0.2042,0.1824,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_30_70,Zwolle,PSV Eindhoven,0.1022,0.2034,0.6944,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_30_70,AZ Alkmaar,Heracles,0.6599,0.2204,0.1196,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_30_70,Feyenoord,Twente,0.5951,0.2251,0.1798,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_40_60,Twente,Utrecht,0.3756,0.2612,0.3632,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_40_60,Sparta Rotterdam,Ajax,0.2501,0.2116,0.5383,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_40_60,Vitesse,AZ Alkmaar,0.4494,0.2894,0.2613,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_40_60,Willem II,Feyenoord,0.2552,0.2342,0.5106,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_40_60,Waalwijk,PSV Eindhoven,0.0414,0.1159,0.8427,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_40_60,Ajax,Heerenveen,0.8619,0.0955,0.0426,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_40_60,AZ Alkmaar,Sparta Rotterdam,0.4207,0.2771,0.3022,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_40_60,VVV Venlo,Groningen,0.3093,0.351,0.3398,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_40_60,PSV Eindhoven,Vitesse,0.6104,0.2429,0.1467,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_40_60,Utrecht,FC Emmen,0.6818,0.1974,0.1208,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_40_60,For Sittard,Twente,0.2375,0.24,0.5225,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_40_60,Heracles,Willem II,0.4359,0.2471,0.317,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_40_60,Zwolle,Waalwijk,0.6559,0.1939,0.1502,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_40_60,Feyenoord,Den Haag,0.6147,0.2167,0.1686,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_40_60,Twente,Heracles,0.5336,0.2423,0.224,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_40_60,Sparta Rotterdam,Waalwijk,0.8689,0.0886,0.0425,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_40_60,Groningen,Zwolle,0.4497,0.3233,0.227,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_40_60,Willem II,VVV Venlo,0.5014,0.2469,0.2517,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_40_60,Vitesse,For Sittard,0.8365,0.113,0.0505,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_40_60,Heerenveen,Utrecht,0.3331,0.2663,0.4006,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_40_60,FC Emmen,Feyenoord,0.1726,0.2312,0.5962,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_40_60,Den Haag,AZ Alkmaar,0.2842,0.2922,0.4236,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_40_60,PSV Eindhoven,Ajax,0.4326,0.2704,0.297,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_40_60,Ajax,For Sittard,0.9557,0.0336,0.0107,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_40_60,PSV Eindhoven,Groningen,0.666,0.2543,0.0796,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_40_60,Feyenoord,AZ Alkmaar,0.4253,0.2879,0.2868,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_40_60,FC Emmen,Den Haag,0.2917,0.2734,0.4349,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_40_60,VVV Venlo,Heerenveen,0.3774,0.2808,0.3418,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_40_60,Ajax,Groningen,0.7509,0.1817,0.0674,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_40_60,For Sittard,Sparta Rotterdam,0.1169,0.1655,0.7176,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_40_60,Waalwijk,Vitesse,0.1046,0.1667,0.7288,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_40_60,Utrecht,Willem II,0.6058,0.2096,0.1845,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_40_60,Zwolle,PSV Eindhoven,0.1049,0.2044,0.6907,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_40_60,AZ Alkmaar,Heracles,0.6507,0.223,0.1263,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_40_60,Feyenoord,Twente,0.6085,0.2188,0.1727,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_50_50,Twente,Utrecht,0.3601,0.264,0.3758,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_50_50,Sparta Rotterdam,Ajax,0.2422,0.214,0.5438,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_50_50,Vitesse,AZ Alkmaar,0.4553,0.2861,0.2586,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_50_50,Willem II,Feyenoord,0.2629,0.2353,0.5018,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_50_50,Waalwijk,PSV Eindhoven,0.0448,0.1209,0.8343,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_50_50,Ajax,Heerenveen,0.8554,0.0992,0.0453,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_50_50,AZ Alkmaar,Sparta Rotterdam,0.4257,0.2763,0.298,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_50_50,VVV Venlo,Groningen,0.3018,0.35,0.3481,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_50_50,PSV Eindhoven,Vitesse,0.6165,0.2406,0.1429,0,1.43,4.79,7.4,1.38,5.16,8.05
