MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2023-04-01,2022-2023,Weight_30_70,AZ Alkmaar,Heerenveen,0.6429,0.2159,0.1412,1,1.53,4.53,6.31,1.61,4.23,5.72
2023-04-01,2022-2023,Weight_30_70,Excelsior,Twente,0.0813,0.1777,0.741,1,5.93,4.57,1.55,6.5,4.76,1.5
2023-04-01,2022-2023,Weight_30_70,Cambuur,FC Emmen,0.3989,0.2993,0.3018,2,2.48,3.45,2.99,2.39,3.33,3.23
2023-04-01,2022-2023,Weight_30_70,Nijmegen,PSV Eindhoven,0.2592,0.2692,0.4716,2,5.18,4.15,1.68,5.59,4.39,1.6
2023-04-01,2022-2023,Weight_30_70,Waalwijk,Vitesse,0.4207,0.2812,0.2981,0,2.57,3.53,2.82,2.58,3.5,2.82
2023-04-02,2022-2023,Weight_30_70,For Sittard,Groningen,0.5448,0.2702,0.185,0,2.17,3.62,3.39,2.28,3.53,3.28
2023-04-02,2022-2023,Weight_30_70,Utrecht,Volendam,0.5921,0.2167,0.1912,1,1.43,5.26,6.93,1.42,5.22,7.26
2023-04-02,2022-2023,Weight_30_70,Sparta Rotterdam,Feyenoord,0.2219,0.2695,0.5087,2,5.72,3.99,1.65,7.3,4.31,1.52
2023-04-02,2022-2023,Weight_30_70,Go Ahead Eagles,Ajax,0.1475,0.1948,0.6577,1,8.41,5.58,1.36,6.61,5.07,1.46
2023-04-07,2022-2023,Weight_30_70,Groningen,Utrecht,0.1981,0.2578,0.5441,2,3.08,3.59,2.36,3.26,3.53,2.28
2023-04-08,2022-2023,Weight_30_70,Vitesse,Go Ahead Eagles,0.4539,0.2788,0.2673,0,2.08,3.52,3.8,2.18,3.46,3.58
2023-04-08,2022-2023,Weight_30_70,AZ Alkmaar,Sparta Rotterdam,0.5332,0.2626,0.2041,2,1.52,4.53,6.56,1.6,4.16,6.02
2023-04-08,2022-2023,Weight_30_70,PSV Eindhoven,Excelsior,0.9246,0.0571,0.0182,0,1.1,10.64,26.86,1.09,11.64,28.21
2023-04-08,2022-2023,Weight_30_70,Heerenveen,Volendam,0.5014,0.2519,0.2468,0,1.6,4.49,5.47,1.56,4.42,6.08
2023-04-09,2022-2023,Weight_30_70,Twente,Cambuur,0.769,0.161,0.0701,0,1.27,5.95,11.83,1.21,6.92,15.43
2023-04-09,2022-2023,Weight_30_70,FC Emmen,Nijmegen,0.2045,0.3031,0.4924,1,2.91,3.57,2.48,2.84,3.45,2.6
2023-04-09,2022-2023,Weight_30_70,Ajax,For Sittard,0.8191,0.1218,0.0591,0,1.13,11.21,16.35,1.15,9.86,15.51
2023-04-09,2022-2023,Weight_30_70,Feyenoord,Waalwijk,0.7446,0.1665,0.0888,0,1.17,8.69,14.84,1.16,8.84,16.33
2023-04-14,2022-2023,Weight_30_70,Excelsior,Go Ahead Eagles,0.1925,0.2407,0.5668,0,3.37,3.71,2.16,2.96,3.55,2.45
2023-04-15,2022-2023,Weight_30_70,Sparta Rotterdam,Heerenveen,0.5191,0.2645,0.2164,0,2.37,3.45,3.17,2.45,3.39,3.08
2023-04-15,2022-2023,Weight_30_70,Waalwijk,Groningen,0.6196,0.2373,0.1431,0,1.94,3.73,4.05,2.02,3.64,3.84
2023-04-16,2022-2023,Weight_30_70,Nijmegen,Vitesse,0.4755,0.2986,0.2259,2,2.25,3.34,3.53,2.28,3.51,3.28
2023-04-16,2022-2023,Weight_30_70,Utrecht,Twente,0.3042,0.2718,0.4241,0,3.06,3.54,2.39,3.55,3.56,2.15
2023-04-16,2022-2023,Weight_30_70,Volendam,PSV Eindhoven,0.1401,0.187,0.6729,2,10.01,6.39,1.28,10.52,6.42,1.28
2023-04-16,2022-2023,Weight_30_70,Cambuur,Feyenoord,0.0738,0.1549,0.7713,2,9.54,6.04,1.3,12.49,6.9,1.23
2023-04-16,2022-2023,Weight_30_70,Ajax,FC Emmen,0.8548,0.107,0.0381,0,1.14,9.31,20.03,1.11,10.64,27.45
2023-04-16,2022-2023,Weight_30_70,For Sittard,AZ Alkmaar,0.1996,0.2485,0.5519,2,4.65,4.04,1.76,4.98,4.07,1.71
2023-04-19,2022-2023,Weight_30_70,Go Ahead Eagles,Waalwijk,0.4141,0.2631,0.3228,0,2.06,3.76,3.61,1.97,3.95,3.72
2023-04-21,2022-2023,Weight_30_70,Volendam,Cambuur,0.5523,0.239,0.2086,0,1.73,4.18,4.67,1.8,4.29,4.3
2023-04-22,2022-2023,Weight_30_70,Heerenveen,FC Emmen,0.557,0.2639,0.1791,2,1.73,3.86,5.18,1.66,3.99,5.53
2023-04-22,2022-2023,Weight_30_70,Vitesse,Excelsior,0.707,0.1956,0.0974,1,1.46,4.79,7.27,1.45,4.95,7.23
2023-04-23,2022-2023,Weight_30_70,PSV Eindhoven,Ajax,0.4152,0.2372,0.3476,0,2.4,3.77,2.9,2.15,3.9,3.27
2023-04-23,2022-2023,Weight_30_70,AZ Alkmaar,Waalwijk,0.6343,0.2154,0.1503,0,1.37,5.57,8.29,1.34,5.8,9.03
2023-04-23,2022-2023,Weight_30_70,Feyenoord,Utrecht,0.7085,0.1795,0.112,0,1.38,5.55,7.86,1.38,5.52,7.97
2023-04-23,2022-2023,Weight_30_70,Go Ahead Eagles,For Sittard,0.4803,0.2608,0.2589,0,1.93,3.83,3.97,1.8,3.95,4.53
2023-04-23,2022-2023,Weight_30_70,Twente,Sparta Rotterdam,0.5139,0.2786,0.2075,1,1.55,4.45,6.28,1.42,4.82,8.18
2023-04-25,2022-2023,Weight_30_70,Groningen,Nijmegen,0.1779,0.2927,0.5294,2,2.91,3.39,2.55,2.72,3.42,2.72
2023-04-01,2022-2023,Weight_40_60,AZ Alkmaar,Heerenveen,0.6303,0.2228,0.1468,1,1.53,4.53,6.31,1.61,4.23,5.72
2023-04-01,2022-2023,Weight_40_60,Excelsior,Twente,0.0841,0.179,0.7369,1,5.93,4.57,1.55,6.5,4.76,1.5
2023-04-01,2022-2023,Weight_40_60,Cambuur,FC Emmen,0.401,0.2949,0.3042,2,2.48,3.45,2.99,2.39,3.33,3.23
2023-04-01,2022-2023,Weight_40_60,Nijmegen,PSV Eindhoven,0.2473,0.2596,0.4931,2,5.18,4.15,1.68,5.59,4.39,1.6
2023-04-01,2022-2023,Weight_40_60,Waalwijk,Vitesse,0.4017,0.2813,0.317,0,2.57,3.53,2.82,2.58,3.5,2.82
2023-04-02,2022-2023,Weight_40_60,For Sittard,Groningen,0.5395,0.272,0.1885,0,2.17,3.62,3.39,2.28,3.53,3.28
2023-04-02,2022-2023,Weight_40_60,Utrecht,Volendam,0.5973,0.215,0.1877,1,1.43,5.26,6.93,1.42,5.22,7.26
2023-04-02,2022-2023,Weight_40_60,Sparta Rotterdam,Feyenoord,0.2117,0.2615,0.5268,2,5.72,3.99,1.65,7.3,4.31,1.52
2023-04-02,2022-2023,Weight_40_60,Go Ahead Eagles,Ajax,0.1505,0.2018,0.6477,1,8.41,5.58,1.36,6.61,5.07,1.46
2023-04-07,2022-2023,Weight_40_60,Groningen,Utrecht,0.2016,0.259,0.5394,2,3.08,3.59,2.36,3.26,3.53,2.28
2023-04-08,2022-2023,Weight_40_60,Vitesse,Go Ahead Eagles,0.4634,0.2789,0.2577,0,2.08,3.52,3.8,2.18,3.46,3.58
2023-04-08,2022-2023,Weight_40_60,AZ Alkmaar,Sparta Rotterdam,0.5507,0.2569,0.1924,2,1.52,4.53,6.56,1.6,4.16,6.02
2023-04-08,2022-2023,Weight_40_60,PSV Eindhoven,Excelsior,0.9238,0.0576,0.0186,0,1.1,10.64,26.86,1.09,11.64,28.21
2023-04-08,2022-2023,Weight_40_60,Heerenveen,Volendam,0.514,0.2497,0.2363,0,1.6,4.49,5.47,1.56,4.42,6.08
2023-04-09,2022-2023,Weight_40_60,Twente,Cambuur,0.757,0.1661,0.0769,0,1.27,5.95,11.83,1.21,6.92,15.43
2023-04-09,2022-2023,Weight_40_60,FC Emmen,Nijmegen,0.2231,0.3007,0.4762,1,2.91,3.57,2.48,2.84,3.45,2.6
2023-04-09,2022-2023,Weight_40_60,Ajax,For Sittard,0.8058,0.1299,0.0643,0,1.13,11.21,16.35,1.15,9.86,15.51
2023-04-09,2022-2023,Weight_40_60,Feyenoord,Waalwijk,0.7531,0.1616,0.0852,0,1.17,8.69,14.84,1.16,8.84,16.33
2023-04-14,2022-2023,Weight_40_60,Excelsior,Go Ahead Eagles,0.1945,0.2444,0.5611,0,3.37,3.71,2.16,2.96,3.55,2.45
2023-04-15,2022-2023,Weight_40_60,Sparta Rotterdam,Heerenveen,0.495,0.2681,0.2368,0,2.37,3.45,3.17,2.45,3.39,3.08
2023-04-15,2022-2023,Weight_40_60,Waalwijk,Groningen,0.6011,0.2441,0.1548,0,1.94,3.73,4.05,2.02,3.64,3.84
2023-04-16,2022-2023,Weight_40_60,Nijmegen,Vitesse,0.457,0.2971,0.246,2,2.25,3.34,3.53,2.28,3.51,3.28
2023-04-16,2022-2023,Weight_40_60,Utrecht,Twente,0.3148,0.2705,0.4147,0,3.06,3.54,2.39,3.55,3.56,2.15
2023-04-16,2022-2023,Weight_40_60,Volendam,PSV Eindhoven,0.1387,0.1859,0.6754,2,10.01,6.39,1.28,10.52,6.42,1.28
2023-04-16,2022-2023,Weight_40_60,Cambuur,Feyenoord,0.0778,0.1574,0.7648,2,9.54,6.04,1.3,12.49,6.9,1.23
2023-04-16,2022-2023,Weight_40_60,Ajax,FC Emmen,0.8415,0.1156,0.0429,0,1.14,9.31,20.03,1.11,10.64,27.45
2023-04-16,2022-2023,Weight_40_60,For Sittard,AZ Alkmaar,0.1998,0.2515,0.5487,2,4.65,4.04,1.76,4.98,4.07,1.71
2023-04-19,2022-2023,Weight_40_60,Go Ahead Eagles,Waalwijk,0.419,0.2646,0.3165,0,2.06,3.76,3.61,1.97,3.95,3.72
2023-04-21,2022-2023,Weight_40_60,Volendam,Cambuur,0.5379,0.2414,0.2207,0,1.73,4.18,4.67,1.8,4.29,4.3
2023-04-22,2022-2023,Weight_40_60,Heerenveen,FC Emmen,0.5573,0.2625,0.1802,2,1.73,3.86,5.18,1.66,3.99,5.53
2023-04-22,2022-2023,Weight_40_60,Vitesse,Excelsior,0.7151,0.191,0.0939,1,1.46,4.79,7.27,1.45,4.95,7.23
2023-04-23,2022-2023,Weight_40_60,PSV Eindhoven,Ajax,0.4191,0.2388,0.342,0,2.4,3.77,2.9,2.15,3.9,3.27
2023-04-23,2022-2023,Weight_40_60,AZ Alkmaar,Waalwijk,0.6446,0.2125,0.1429,0,1.37,5.57,8.29,1.34,5.8,9.03
2023-04-23,2022-2023,Weight_40_60,Feyenoord,Utrecht,0.7043,0.1809,0.1148,0,1.38,5.55,7.86,1.38,5.52,7.97
2023-04-23,2022-2023,Weight_40_60,Go Ahead Eagles,For Sittard,0.4685,0.2655,0.266,0,1.93,3.83,3.97,1.8,3.95,4.53
2023-04-23,2022-2023,Weight_40_60,Twente,Sparta Rotterdam,0.5239,0.2715,0.2046,1,1.55,4.45,6.28,1.42,4.82,8.18
2023-04-25,2022-2023,Weight_40_60,Groningen,Nijmegen,0.1927,0.2935,0.5138,2,2.91,3.39,2.55,2.72,3.42,2.72
2023-04-01,2022-2023,Weight_50_50,AZ Alkmaar,Heerenveen,0.6177,0.2298,0.1525,1,1.53,4.53,6.31,1.61,4.23,5.72
2023-04-01,2022-2023,Weight_50_50,Excelsior,Twente,0.0869,0.1803,0.7328,1,5.93,4.57,1.55,6.5,4.76,1.5
2023-04-01,2022-2023,Weight_50_50,Cambuur,FC Emmen,0.4029,0.2906,0.3065,2,2.48,3.45,2.99,2.39,3.33,3.23
2023-04-01,2022-2023,Weight_50_50,Nijmegen,PSV Eindhoven,0.236,0.2501,0.5139,2,5.18,4.15,1.68,5.59,4.39,1.6
2023-04-01,2022-2023,Weight_50_50,Waalwijk,Vitesse,0.383,0.2809,0.3361,0,2.57,3.53,2.82,2.58,3.5,2.82
2023-04-02,2022-2023,Weight_50_50,For Sittard,Groningen,0.5341,0.2737,0.1922,0,2.17,3.62,3.39,2.28,3.53,3.28
2023-04-02,2022-2023,Weight_50_50,Utrecht,Volendam,0.6024,0.2132,0.1843,1,1.43,5.26,6.93,1.42,5.22,7.26
2023-04-02,2022-2023,Weight_50_50,Sparta Rotterdam,Feyenoord,0.202,0.2536,0.5444,2,5.72,3.99,1.65,7.3,4.31,1.52
2023-04-02,2022-2023,Weight_50_50,Go Ahead Eagles,Ajax,0.1534,0.2088,0.6378,1,8.41,5.58,1.36,6.61,5.07,1.46
2023-04-07,2022-2023,Weight_50_50,Groningen,Utrecht,0.2053,0.2601,0.5346,2,3.08,3.59,2.36,3.26,3.53,2.28
2023-04-08,2022-2023,Weight_50_50,Vitesse,Go Ahead Eagles,0.4726,0.2789,0.2484,0,2.08,3.52,3.8,2.18,3.46,3.58
2023-04-08,2022-2023,Weight_50_50,AZ Alkmaar,Sparta Rotterdam,0.5674,0.2512,0.1814,2,1.52,4.53,6.56,1.6,4.16,6.02
2023-04-08,2022-2023,Weight_50_50,PSV Eindhoven,Excelsior,0.9229,0.0581,0.0189,0,1.1,10.64,26.86,1.09,11.64,28.21
2023-04-08,2022-2023,Weight_50_50,Heerenveen,Volendam,0.5267,0.2472,0.2261,0,1.6,4.49,5.47,1.56,4.42,6.08
2023-04-09,2022-2023,Weight_50_50,Twente,Cambuur,0.7445,0.1711,0.0843,0,1.27,5.95,11.83,1.21,6.92,15.43
2023-04-09,2022-2023,Weight_50_50,FC Emmen,Nijmegen,0.2422,0.2978,0.46,1,2.91,3.57,2.48,2.84,3.45,2.6
2023-04-09,2022-2023,Weight_50_50,Ajax,For Sittard,0.792,0.1382,0.0698,0,1.13,11.21,16.35,1.15,9.86,15.51
2023-04-09,2022-2023,Weight_50_50,Feyenoord,Waalwijk,0.7613,0.1569,0.0818,0,1.17,8.69,14.84,1.16,8.84,16.33
2023-04-14,2022-2023,Weight_50_50,Excelsior,Go Ahead Eagles,0.1965,0.2482,0.5553,0,3.37,3.71,2.16,2.96,3.55,2.45
2023-04-15,2022-2023,Weight_50_50,Sparta Rotterdam,Heerenveen,0.4711,0.2708,0.2581,0,2.37,3.45,3.17,2.45,3.39,3.08
2023-04-15,2022-2023,Weight_50_50,Waalwijk,Groningen,0.5824,0.2506,0.167,0,1.94,3.73,4.05,2.02,3.64,3.84
2023-04-16,2022-2023,Weight_50_50,Nijmegen,Vitesse,0.4385,0.2948,0.2667,2,2.25,3.34,3.53,2.28,3.51,3.28
2023-04-16,2022-2023,Weight_50_50,Utrecht,Twente,0.3256,0.2691,0.4054,0,3.06,3.54,2.39,3.55,3.56,2.15
2023-04-16,2022-2023,Weight_50_50,Volendam,PSV Eindhoven,0.1374,0.1848,0.6778,2,10.01,6.39,1.28,10.52,6.42,1.28
2023-04-16,2022-2023,Weight_50_50,Cambuur,Feyenoord,0.0819,0.1598,0.7583,2,9.54,6.04,1.3,12.49,6.9,1.23
2023-04-16,2022-2023,Weight_50_50,Ajax,FC Emmen,0.8276,0.1243,0.0481,0,1.14,9.31,20.03,1.11,10.64,27.45
2023-04-16,2022-2023,Weight_50_50,For Sittard,AZ Alkmaar,0.2,0.2545,0.5456,2,4.65,4.04,1.76,4.98,4.07,1.71
2023-04-19,2022-2023,Weight_50_50,Go Ahead Eagles,Waalwijk,0.4236,0.266,0.3104,0,2.06,3.76,3.61,1.97,3.95,3.72
2023-04-21,2022-2023,Weight_50_50,Volendam,Cambuur,0.5235,0.2435,0.233,0,1.73,4.18,4.67,1.8,4.29,4.3
2023-04-22,2022-2023,Weight_50_50,Heerenveen,FC Emmen,0.558,0.2611,0.1809,2,1.73,3.86,5.18,1.66,3.99,5.53
2023-04-22,2022-2023,Weight_50_50,Vitesse,Excelsior,0.7229,0.1866,0.0906,1,1.46,4.79,7.27,1.45,4.95,7.23
2023-04-23,2022-2023,Weight_50_50,PSV Eindhoven,Ajax,0.4232,0.2404,0.3365,0,2.4,3.77,2.9,2.15,3.9,3.27
2023-04-23,2022-2023,Weight_50_50,AZ Alkmaar,Waalwijk,0.6543,0.2096,0.136,0,1.37,5.57,8.29,1.34,5.8,9.03
2023-04-23,2022-2023,Weight_50_50,Feyenoord,Utrecht,0.7001,0.1823,0.1176,0,1.38,5.55,7.86,1.38,5.52,7.97
2023-04-23,2022-2023,Weight_50_50,Go Ahead Eagles,For Sittard,0.4569,0.27,0.2731,0,1.93,3.83,3.97,1.8,3.95,4.53
2023-04-23,2022-2023,Weight_50_50,Twente,Sparta Rotterdam,0.5334,0.2647,0.2019,1,1.55,4.45,6.28,1.42,4.82,8.18
2023-04-25,2022-2023,Weight_50_50,Groningen,Nijmegen,0.208,0.2937,0.4983,2,2.91,3.39,2.55,2.72,3.42,2.72
2023-04-01,2022-2023,Weight_60_40,AZ Alkmaar,Heerenveen,0.6051,0.2367,0.1582,1,1.53,4.53,6.31,1.61,4.23,5.72
2023-04-01,2022-2023,Weight_60_40,Excelsior,Twente,0.0898,0.1815,0.7287,1,5.93,4.57,1.55,6.5,4.76,1.5
2023-04-01,2022-2023,Weight_60_40,Cambuur,FC Emmen,0.4049,0.2865,0.3086,2,2.48,3.45,2.99,2.39,3.33,3.23
2023-04-01,2022-2023,Weight_60_40,Nijmegen,PSV Eindhoven,0.2253,0.2407,0.534,2,5.18,4.15,1.68,5.59,4.39,1.6
2023-04-01,2022-2023,Weight_60_40,Waalwijk,Vitesse,0.3646,0.2797,0.3556,0,2.57,3.53,2.82,2.58,3.5,2.82
2023-04-02,2022-2023,Weight_60_40,For Sittard,Groningen,0.5288,0.2754,0.1958,0,2.17,3.62,3.39,2.28,3.53,3.28
2023-04-02,2022-2023,Weight_60_40,Utrecht,Volendam,0.6076,0.2114,0.181,1,1.43,5.26,6.93,1.42,5.22,7.26
2023-04-02,2022-2023,Weight_60_40,Sparta Rotterdam,Feyenoord,0.1928,0.2458,0.5614,2,5.72,3.99,1.65,7.3,4.31,1.52
2023-04-02,2022-2023,Weight_60_40,Go Ahead Eagles,Ajax,0.1563,0.2159,0.6278,1,8.41,5.58,1.36,6.61,5.07,1.46
2023-04-07,2022-2023,Weight_60_40,Groningen,Utrecht,0.209,0.2612,0.5298,2,3.08,3.59,2.36,3.26,3.53,2.28
2023-04-08,2022-2023,Weight_60_40,Vitesse,Go Ahead Eagles,0.4818,0.2788,0.2394,0,2.08,3.52,3.8,2.18,3.46,3.58
2023-04-08,2022-2023,Weight_60_40,AZ Alkmaar,Sparta Rotterdam,0.5834,0.2454,0.1712,2,1.52,4.53,6.56,1.6,4.16,6.02
2023-04-08,2022-2023,Weight_60_40,PSV Eindhoven,Excelsior,0.9221,0.0586,0.0193,0,1.1,10.64,26.86,1.09,11.64,28.21
2023-04-08,2022-2023,Weight_60_40,Heerenveen,Volendam,0.5393,0.2445,0.2162,0,1.6,4.49,5.47,1.56,4.42,6.08
2023-04-09,2022-2023,Weight_60_40,Twente,Cambuur,0.7318,0.176,0.0922,0,1.27,5.95,11.83,1.21,6.92,15.43
2023-04-09,2022-2023,Weight_60_40,FC Emmen,Nijmegen,0.2618,0.2944,0.4438,1,2.91,3.57,2.48,2.84,3.45,2.6
2023-04-09,2022-2023,Weight_60_40,Ajax,For Sittard,0.7779,0.1466,0.0755,0,1.13,11.21,16.35,1.15,9.86,15.51
2023-04-09,2022-2023,Weight_60_40,Feyenoord,Waalwijk,0.7693,0.1522,0.0785,0,1.17,8.69,14.84,1.16,8.84,16.33
2023-04-14,2022-2023,Weight_60_40,Excelsior,Go Ahead Eagles,0.1985,0.2519,0.5496,0,3.37,3.71,2.16,2.96,3.55,2.45
2023-04-15,2022-2023,Weight_60_40,Sparta Rotterdam,Heerenveen,0.4473,0.2726,0.2801,0,2.37,3.45,3.17,2.45,3.39,3.08
2023-04-15,2022-2023,Weight_60_40,Waalwijk,Groningen,0.5638,0.2566,0.1796,0,1.94,3.73,4.05,2.02,3.64,3.84
2023-04-16,2022-2023,Weight_60_40,Nijmegen,Vitesse,0.4202,0.2918,0.288,2,2.25,3.34,3.53,2.28,3.51,3.28
2023-04-16,2022-2023,Weight_60_40,Utrecht,Twente,0.3364,0.2674,0.3962,0,3.06,3.54,2.39,3.55,3.56,2.15
2023-04-16,2022-2023,Weight_60_40,Volendam,PSV Eindhoven,0.1361,0.1836,0.6803,2,10.01,6.39,1.28,10.52,6.42,1.28
2023-04-16,2022-2023,Weight_60_40,Cambuur,Feyenoord,0.0861,0.1622,0.7516,2,9.54,6.04,1.3,12.49,6.9,1.23
2023-04-16,2022-2023,Weight_60_40,Ajax,FC Emmen,0.8131,0.1332,0.0537,0,1.14,9.31,20.03,1.11,10.64,27.45
2023-04-16,2022-2023,Weight_60_40,For Sittard,AZ Alkmaar,0.2002,0.2574,0.5424,2,4.65,4.04,1.76,4.98,4.07,1.71
2023-04-19,2022-2023,Weight_60_40,Go Ahead Eagles,Waalwijk,0.428,0.2675,0.3046,0,2.06,3.76,3.61,1.97,3.95,3.72
2023-04-21,2022-2023,Weight_60_40,Volendam,Cambuur,0.5093,0.2452,0.2455,0,1.73,4.18,4.67,1.8,4.29,4.3
2023-04-22,2022-2023,Weight_60_40,Heerenveen,FC Emmen,0.5589,0.2597,0.1814,2,1.73,3.86,5.18,1.66,3.99,5.53
2023-04-22,2022-2023,Weight_60_40,Vitesse,Excelsior,0.7306,0.1821,0.0873,1,1.46,4.79,7.27,1.45,4.95,7.23
2023-04-23,2022-2023,Weight_60_40,PSV Eindhoven,Ajax,0.4274,0.2419,0.3308,0,2.4,3.77,2.9,2.15,3.9,3.27
2023-04-23,2022-2023,Weight_60_40,AZ Alkmaar,Waalwijk,0.6638,0.2068,0.1295,0,1.37,5.57,8.29,1.34,5.8,9.03
2023-04-23,2022-2023,Weight_60_40,Feyenoord,Utrecht,0.696,0.1835,0.1205,0,1.38,5.55,7.86,1.38,5.52,7.97
2023-04-23,2022-2023,Weight_60_40,Go Ahead Eagles,For Sittard,0.4456,0.2743,0.28,0,1.93,3.83,3.97,1.8,3.95,4.53
2023-04-23,2022-2023,Weight_60_40,Twente,Sparta Rotterdam,0.5425,0.2582,0.1993,1,1.55,4.45,6.28,1.42,4.82,8.18
2023-04-25,2022-2023,Weight_60_40,Groningen,Nijmegen,0.2238,0.2935,0.4827,2,2.91,3.39,2.55,2.72,3.42,2.72
2023-04-01,2022-2023,Weight_70_30,AZ Alkmaar,Heerenveen,0.5923,0.2436,0.1641,1,1.53,4.53,6.31,1.61,4.23,5.72
2023-04-01,2022-2023,Weight_70_30,Excelsior,Twente,0.0928,0.1827,0.7245,1,5.93,4.57,1.55,6.5,4.76,1.5
2023-04-01,2022-2023,Weight_70_30,Cambuur,FC Emmen,0.4067,0.2826,0.3108,2,2.48,3.45,2.99,2.39,3.33,3.23
2023-04-01,2022-2023,Weight_70_30,Nijmegen,PSV Eindhoven,0.2151,0.2314,0.5535,2,5.18,4.15,1.68,5.59,4.39,1.6
2023-04-01,2022-2023,Weight_70_30,Waalwijk,Vitesse,0.3467,0.278,0.3754,0,2.57,3.53,2.82,2.58,3.5,2.82
2023-04-02,2022-2023,Weight_70_30,For Sittard,Groningen,0.5233,0.277,0.1997,0,2.17,3.62,3.39,2.28,3.53,3.28
2023-04-02,2022-2023,Weight_70_30,Utrecht,Volendam,0.6124,0.2097,0.1779,1,1.43,5.26,6.93,1.42,5.22,7.26
2023-04-02,2022-2023,Weight_70_30,Sparta Rotterdam,Feyenoord,0.184,0.238,0.578,2,5.72,3.99,1.65,7.3,4.31,1.52
2023-04-02,2022-2023,Weight_70_30,Go Ahead Eagles,Ajax,0.1593,0.2231,0.6176,1,8.41,5.58,1.36,6.61,5.07,1.46
2023-04-07,2022-2023,Weight_70_30,Groningen,Utrecht,0.213,0.2622,0.5248,2,3.08,3.59,2.36,3.26,3.53,2.28
2023-04-08,2022-2023,Weight_70_30,Vitesse,Go Ahead Eagles,0.4906,0.2786,0.2309,0,2.08,3.52,3.8,2.18,3.46,3.58
2023-04-08,2022-2023,Weight_70_30,AZ Alkmaar,Sparta Rotterdam,0.5985,0.2398,0.1617,2,1.52,4.53,6.56,1.6,4.16,6.02
2023-04-08,2022-2023,Weight_70_30,PSV Eindhoven,Excelsior,0.9212,0.0592,0.0197,0,1.1,10.64,26.86,1.09,11.64,28.21
2023-04-08,2022-2023,Weight_70_30,Heerenveen,Volendam,0.5518,0.2417,0.2065,0,1.6,4.49,5.47,1.56,4.42,6.08
2023-04-09,2022-2023,Weight_70_30,Twente,Cambuur,0.7187,0.1808,0.1006,0,1.27,5.95,11.83,1.21,6.92,15.43
2023-04-09,2022-2023,Weight_70_30,FC Emmen,Nijmegen,0.282,0.2904,0.4276,1,2.91,3.57,2.48,2.84,3.45,2.6
2023-04-09,2022-2023,Weight_70_30,Ajax,For Sittard,0.763,0.1553,0.0817,0,1.13,11.21,16.35,1.15,9.86,15.51
2023-04-09,2022-2023,Weight_70_30,Feyenoord,Waalwijk,0.7768,0.1478,0.0754,0,1.17,8.69,14.84,1.16,8.84,16.33
2023-04-14,2022-2023,Weight_70_30,Excelsior,Go Ahead Eagles,0.2006,0.2556,0.5438,0,3.37,3.71,2.16,2.96,3.55,2.45
2023-04-15,2022-2023,Weight_70_30,Sparta Rotterdam,Heerenveen,0.4236,0.2735,0.3029,0,2.37,3.45,3.17,2.45,3.39,3.08
2023-04-15,2022-2023,Weight_70_30,Waalwijk,Groningen,0.5448,0.2621,0.193,0,1.94,3.73,4.05,2.02,3.64,3.84
2023-04-16,2022-2023,Weight_70_30,Nijmegen,Vitesse,0.4019,0.2882,0.3099,2,2.25,3.34,3.53,2.28,3.51,3.28
2023-04-16,2022-2023,Weight_70_30,Utrecht,Twente,0.3471,0.2656,0.3873,0,3.06,3.54,2.39,3.55,3.56,2.15
2023-04-16,2022-2023,Weight_70_30,Volendam,PSV Eindhoven,0.1348,0.1824,0.6828,2,10.01,6.39,1.28,10.52,6.42,1.28
2023-04-16,2022-2023,Weight_70_30,Cambuur,Feyenoord,0.0905,0.1646,0.7449,2,9.54,6.04,1.3,12.49,6.9,1.23
2023-04-16,2022-2023,Weight_70_30,Ajax,FC Emmen,0.7979,0.1424,0.0598,0,1.14,9.31,20.03,1.11,10.64,27.45
2023-04-16,2022-2023,Weight_70_30,For Sittard,AZ Alkmaar,0.2003,0.2604,0.5393,2,4.65,4.04,1.76,4.98,4.07,1.71
2023-04-19,2022-2023,Weight_70_30,Go Ahead Eagles,Waalwijk,0.4319,0.2689,0.2992,0,2.06,3.76,3.61,1.97,3.95,3.72
2023-04-21,2022-2023,Weight_70_30,Volendam,Cambuur,0.4951,0.2466,0.2582,0,1.73,4.18,4.67,1.8,4.29,4.3
2023-04-22,2022-2023,Weight_70_30,Heerenveen,FC Emmen,0.56,0.2583,0.1817,2,1.73,3.86,5.18,1.66,3.99,5.53
2023-04-22,2022-2023,Weight_70_30,Vitesse,Excelsior,0.7378,0.1779,0.0843,1,1.46,4.79,7.27,1.45,4.95,7.23
2023-04-23,2022-2023,Weight_70_30,PSV Eindhoven,Ajax,0.4317,0.2433,0.325,0,2.4,3.77,2.9,2.15,3.9,3.27
2023-04-23,2022-2023,Weight_70_30,AZ Alkmaar,Waalwijk,0.6726,0.204,0.1234,0,1.37,5.57,8.29,1.34,5.8,9.03
2023-04-23,2022-2023,Weight_70_30,Feyenoord,Utrecht,0.6917,0.1849,0.1235,0,1.38,5.55,7.86,1.38,5.52,7.97
2023-04-23,2022-2023,Weight_70_30,Go Ahead Eagles,For Sittard,0.4344,0.2785,0.2871,0,1.93,3.83,3.97,1.8,3.95,4.53
